city,lon,lat
Port Barre LA,-91.9540055,30.5601953
Mandan ND,-100.889704,46.826415
Oxford AL,-75.327026,40.325107
Tiverton RI,-71.1698091,41.6225486
Clendenin WV,-81.3481745,38.4887089
Kings Mountain NC,-81.3410516,35.2450607
Childress TX,-100.2040019,34.4264529
Coushatta LA,-93.3421165,32.0148834
Russellville KY,-86.887219,36.8453199
Newport Beach CA,-117.9294401,33.6170092
Anadarko OK,-98.2436626,35.072562
Coeur d'Alene ID,-116.7804664,47.6776832
Mableton GA,-84.56698061,33.811344
Antelope CA,-121.3299513,38.7082357
Fort Smith OK,-97.46678832,35.46725325
Fredericksburg VA,-77.4605399,38.3031837
Harrisonville MO,-94.3471072,38.655124
New Castle CO,-75.662956,39.6159851
Hopewell VA,-79.4639158,36.7468036
Villa Park IL,-87.9774854,41.8891319
Fairhope AL,-87.89742922,30.507956
Ludowici GA,-81.7430846,31.7097964
Johnstown PA,-78.9219698,40.3267407
Rome OH,-80.8650888,41.6054016
Council ID,-116.4381985,44.7298876
Tewksbury MA,-71.2342248,42.6106479
Lansing MI,-84.5553805,42.7337712
Independence MO,-94.4137923,39.0924792
Euclid OH,-81.5267873,41.5931049
Socorro NM,-106.8930169,34.0572769
Scottsville KY,-86.1905424,36.7533781
Lockhart TX,-97.6699996,29.8849441
Fort Meade MD,-76.7476153,39.10517
Florida City FL,-80.479102,25.4480101
Monroe LA,-92.1193012,32.5093109
Providence RI,-71.4128343,41.8239891
Stoneville NC,-79.9069847,36.4665269
Pima AZ,-111.6546163,32.1112624
Lakes Charles LA,-77.0341418,38.5012328
Ishpeming Township MI,-87.7214029,46.4798054
Florence AZ,-111.3873431,33.0314508
Gunlock KY,-82.9259979,37.547597
Okmulgee OK,-95.9690122,35.6677078
Spring Lake NC,-78.9728056,35.1679396
Middleburg FL,-81.90363744,30.0557025
Pueblo of Laguna NM,-107.4219005,35.0411311
Parkton NC,-79.0116971,34.9026635
Mansfield TX,-97.1416768,32.5631924
Webster MA,-71.880072,42.0500965
Saginaw MI,-83.9490365,43.4200387
Cabot AR,-81.5756301,38.0426498
Cobb County GA,-84.5732006,33.9373948
Tahoka TX,-101.7928881,33.166872
Sullivan MO,-93.1140993,40.1993002
Paddock Lake WI,-88.1050853,42.5775187
East Stroudsburg PA,-75.17666581,41.0036462
Humboldt TN,-88.9158953,35.8197917
Freeport TX,-95.3596617,28.9541368
Macon County AL,-85.6660307,32.366606
Norco CA,-117.5508901,33.9323307
Clark County WI,-90.6214928,44.7188146
Berne NY,-74.1334647,42.6253546
Merced CA,-120.4843269,37.3029568
Poplar Bluff MO,-90.3928881,36.7569994
Livingston Parish LA,-90.7189344,30.4158699
Reynoldsville WV,-80.4348145,39.2884222
Grundy VA,-82.0990223,37.2778886
Palmetto FL,-82.58360696,27.5278065
Boring OR,-122.3735225,45.4300573
Rib Mountain WI,-89.6558452,44.9112334
Russellville AR,-72.5237841,42.4135428
Utica KY,-87.1130521,37.6022699
Saratoga CA,-122.0230146,37.2638324
Newman CA,-121.0204222,37.3139487
Meadow Vista CA,-121.0356754,39.0016485
Noma FL,-85.618544,30.9821261
San Carlos Park FL,-81.8144132,26.4722631
Decatur County TN,-88.1083982,35.6067875
Rexburg ID,-111.7870222,43.8235163
Stafford VA,-77.4579783,38.4167265
Fort Valley GA,-83.8874084,32.5537585
Jackson County AL,-85.9867941,34.7692447
Lawton OK,-98.3903305,34.6086854
Carollwood FL,-82.50178289,28.05423385
Eagan MN,-93.1659179,44.818173
Hominy OK,-96.3952963,36.4142357
City Terrace CA,-118.1828495,34.0500116
New Milford CT,-73.41176538,41.5867418
Lehigh KS,-75.6048728,40.6096215
Sedona AZ,-111.7929891,34.8657757
Montpelier VT,-72.575684,44.260445
Beech Grove IN,-86.0894158,39.7221906
Neshoba County MS,-89.103199,32.7237573
Powhatan County VA,-77.9112655,37.5531622
Port Arthur TX,-93.9287815,29.8988258
Carroll County GA,-85.0641272,33.5588005
Thomaston CT,-115.055681,36.120612
Moorland IA,-94.2949662,42.441639
Gautier MS,-88.64134711,30.3692399
Red Valley AZ,-109.060559,36.603824
Pippa Passes KY,-82.8740498,37.334822
Grover Beach CA,-120.6218376,35.1209452
Whitehaven TN,-90.0292581,35.0273144
Seaside CA,-121.8170359,36.6258085
Arvonia VA,-78.3413918,37.683478
Palm Beach Gardens FL,-80.13530881,26.84176195
Pottawatomie County OK,-96.969909,35.1783637
Picture Rocks AZ,-111.1270445,32.3234076
Macon GA,-83.6324022,32.8406946
Maryneal TX,-100.4503798,32.2354051
Cottonwood Heights UT,-111.8102104,40.6196702
Brighton Township MI,-83.73404219,42.560642
DeSoto TX,-96.86565754,32.6060145
Reseda CA,-118.5364742,34.2011156
Habersham GA,-83.5016755,34.6270741
Herndon VA,-77.3859479,38.9695316
Laramie WY,-117.070831,32.805984
Waterford Township MI,-83.3896241,42.6706391
Harvey IL,-87.6467132,41.6100344
East Bernstadt KY,-84.1177098,37.1895318
St. Tammany Parish LA,-89.9730381,30.4243909
Burns OR,-119.0541032,43.5862607
Desha AR,-91.3110517,33.7740219
Millbrook AL,-86.3619163,32.4798575
Campbellton TX,-98.3025108,28.747482
Marion AR,-85.6554856,40.5609223
Bossier City LA,-93.65118697,32.505893
Newton NH,-74.7530943,41.0582103
Brick NJ,-74.1280562,40.0707244
New London WI,-88.7398255,44.3927581
Norwood OK,-95.294518,36.1150112
Melbourne FL,-80.6081089,28.0836269
Whitehall OH,-82.8854559,39.9667308
Meridianville AL,-86.57136115,34.8703256
Millerton OK,-95.0135582,33.9859409
Benton Harbor MI,-86.4541894,42.1167065
Bunch OK,-94.761058,35.6825898
Black River Falls WI,-90.8484137,44.2952152
Avella PA,-80.4606226,40.2750705
Muscle Shoals AL,-87.6686733,34.7451786
Jackson MI,-84.4016963,42.2465036
Fountain Valley CA,-117.9627349,33.7038145
Lisle IL,-88.0747875,41.801141
Big Springs NE,-102.074349,41.061381
Deerfield IL,-87.8445119,42.1711365
Winooski VT,-73.183022,44.495036
Dover DE,-75.5243682,39.158168
New Castle DE,-75.662956,39.6159851
Chester VA,-77.4421818,37.3569086
Louisville NE,-85.57618606,38.31059285
Huntley MT,-108.3015173,45.899401
Palm Harbor FL,-82.7637127,28.0780718
Chamblee GA,-84.2988296,33.892176
Sissonville WV,-81.6309601,38.5281485
Old Town FL,-82.9817927,29.6013454
Waldoboro ME,-69.375916,44.095476
North East MD,-75.9413327,39.6001132
San Mateo CA,-122.3330573,37.496904
McLemoresville TN,-88.5745001,35.987286
Hollywood CA,-118.3299899,34.1028268
Del Mar CA,-117.2653146,32.9594891
Miami Beach FL,-80.1353006,25.7929198
Florissant MO,-90.322614,38.789217
Edinburg NY,-74.1040191,43.2217388
Roxand Township MI,-84.8963815,42.762257
Scott County KY,-84.5816131,38.2776401
Udall KS,-97.1142063,37.3875221
Citra FL,-82.1098156,29.4119166
Elko NV,-115.7630982,40.8324188
Holiday FL,-82.7395454,28.18779
Stamford CT,-80.9308626,35.5698636
Arvada CO,-105.220743,39.8211225
Westover AL,-86.53510575,33.357595
Arundel ME,-70.4778292,43.3825857
Tishomingo OK,-96.6789023,34.2356388
Grant-Valkaria FL,-80.571043,27.939804
Buffalo MO,-78.8783922,42.8867166
Brookhaven MS,-86.99392492,34.58672105
Coolin ID,-116.8493715,48.4796414
Pleasant Hill NC,-79.4816876,35.873471
York SC,-76.727392,39.962398
Smartsville CA,-121.2985701,39.2073932
Norman VA,-78.0649984,38.5126247
Shelbyville TN,-86.4602717,35.483406
Franklin LA,-72.6110645,42.5896205
Lodge Grass MT,-107.3636701,45.3146237
Snohomish WA,-121.7304882,48.0074736
North Riverside IL,-87.8152024,41.84686
Ladera Heights CA,-118.3753543,33.9941792
Clinton MD,-76.8983059,38.7651145
Bridgeton NJ,-75.2340768,39.427337
Bolton CT,-80.776371,35.35839
Talking Rock GA,-84.5049279,34.5092563
Greenville County SC,-82.19147734,34.7458458
Germantown PA,-75.1801775,40.0434449
Panama City Beach FL,-85.8054879,30.1765914
Boulder City NV,-114.8324851,35.9785912
Elizabethton TN,-82.2106876,36.3487196
Nocona TX,-97.7258626,33.7867684
Medicine Lodge KS,-98.580361,37.2811339
Charlottesville VA,-78.4766781,38.029306
Chapeno TX,-99.14969576,26.53466625
Glenville NY,-73.9282787,42.8682502
Clarkesville GA,-83.5248933,34.6125971
Weirton WV,-80.5895167,40.4189566
Pineville LA,-87.1772079,31.7426552
Hunters WA,-118.2019313,48.1168314
Pryor OK,-95.3169136,36.3084275
Escondido CA,-117.0814849,33.1216751
Wilmington NC,-77.9447107,34.2257282
Pavilion Township MI,-83.25105801,42.9520956
Maysville MO,-94.3618967,39.8891658
Pasadena TX,-95.2091006,29.6910625
Southington OH,-80.955924,41.308389
Old Bridge NJ,-74.34090357,40.399178
Junction City KS,-96.8313978,39.0286093
Westminister CO,-75.9685561,39.6473344
Perryopolis PA,-79.7505971,40.0870183
Opa-Locka FL,-80.25949641,25.89673385
Woodlawn MD,-76.745956,39.301516
La Paz County AZ,-114.0184443,33.7923828
Bellflower CA,-118.1167679,33.8825705
Daviess County KY,-87.0818357,37.6877924
Alpine CA,-119.8345013,38.5893934
Assaria KS,-97.6044806,38.6802826
Chestertown MD,-76.0666126,39.2089986
Saginaw TX,-97.3639068,32.8601275
Kingwood TX,-95.1846301,30.0497077
Oxnard CA,-119.1803818,34.1976308
Mecca CA,-116.0697082,33.5511969
Walnut Creek CA,-122.0618702,37.9020731
Union City CA,-122.0816297,37.5963232
Gallup NM,-108.7439489,35.5283573
Lancaster SC,-76.2411283,40.08067
Jefferson City MO,-92.1724265,38.577359
Brevard NC,-82.7342919,35.2334472
Pardeeville WI,-89.3001174,43.5377608
Spencer MA,-71.992297,42.2439811
Bernice LA,-83.7535304,37.2070342
Burnsville NC,-82.2996682,35.9171843
Oroville CA,-121.556359,39.5137752
Maui HI,-156.3106833,20.8029568
Auburndale FL,-81.8037624,28.10798645
Carrollton TX,-96.8902816,32.9537349
Pelzer SC,-82.4559598,34.6423372
Onalaska TX,-91.2343539,43.8830606
Lafayette IN,-86.8752869,40.4167022
Twinsburg OH,-81.4401129,41.3125552
Pilot Station AK,-162.8813944,61.9376372
Thurston County WA,-122.8855155,46.9319983
Joilet IL,-86.272592,41.799715
Lake Elmo MN,-92.8793768,44.9957998
Gardnerville Ranchos NV,-119.7412875,38.8882398
San Angelo TX,-100.4398442,31.4648357
Ventnor NJ,-74.4773916,39.3405045
Poultney VT,-73.18962053,43.5219265
Springdale AR,-76.4959268,39.1601573
Frametown WV,-80.8584357,38.6378762
Pembroke NY,-78.4347444,42.9975593
Cayce SC,-81.0739827,33.9657091
Lake Asbury FL,-70.8842169,42.6223163
Lauderdale County MS,-88.689636,32.3905206
Wenatchee WA,-120.3103494,47.4234599
North Fort Collins CO,-105.109059,40.5665269
Hiseville KY,-85.8124723,37.1008864
Taos NM,-105.5730665,36.4072485
Washington Park IL,-90.0928852,38.6350501
Gooding ID,-114.7131938,42.9389067
Chavies KY,-83.3562912,37.3478703
Sparta NC,-81.1209189,36.5054071
Naples ME,-70.609818,43.972063
Paulding County GA,-84.8569161,33.8908526
Rosenberg TX,-95.8085623,29.5571825
Warren MI,-83.0277001,42.4775364
Owasso OK,-95.8549456,36.2661536
Big Bear MO,-105.8172104,33.9834022
Cocoa Beach FL,-80.62631487,28.3293255
Miami Township OH,-84.73860644,39.1592157
Logan Canyon UT,-111.8348631,41.7313447
Wayne County KY,-84.8250848,36.7822106
Sugar House UT,-111.8596868,40.7254487
Orange NJ,-74.2326463,40.7706562
Clay AL,-96.7990613,32.797418
Sherwood OR,-122.840357,45.3570983
Wimberley TX,-98.0986268,29.9974386
Mora MN,-93.2938352,45.8769031
Golden CO,-105.2210997,39.755543
Dearborn Heights MI,-83.2732627,42.3369816
Dinosaur CO,-109.0092525,40.242908
Norwich CT,-105.056359,40.528106
Fort Morgan CO,-103.799951,40.2502582
Myra TX,-97.3144625,33.6239966
French Lick IN,-86.6199659,38.5502547
Davenport IA,-90.5776368,41.5236436
Brodhead KY,-84.4138259,37.4042496
Burlington IA,-91.1129234,40.8075391
Rosalia KS,-96.6197416,37.8152985
Leedey OK,-99.3476506,35.8698726
Oak Hill OH,-82.2409893,40.4142318
East Troy WI,-88.4054374,42.7851871
Loganville GA,-83.9007382,33.8389977
Gibson LA,-82.5954083,33.2334789
Monon IN,-86.8789044,40.8678171
Sylvania Township OH,-83.842802,42.454684
Clackamas County OR,-122.2305038,45.1608821
Shawnee National Forest IL,-88.6667208,37.5000504
Sheboygan WI,-87.71453,43.7508284
Hudson NC,-81.4959267,35.8484645
Efland NC,-79.1691812,36.0812507
West Olive MI,-86.1471466,42.921341
Bellville TX,-96.2571858,29.9502253
Redwood City CA,-122.2325233,37.4863239
Madison County MS,-83.4184811,30.4710437
Jasper OH,-83.0565679,39.05007
Stutsman County ND,-98.9742609,46.9596318
Clinton MO,-94.4184896,39.5975986
Lakewood CA,-122.518458,47.1717649
Bassett CA,-117.9967323,34.0497323
Hanover NM,-108.0911535,32.8134085
Pima County AZ,-111.6546163,32.1112624
Hampton NH,-90.4096858,41.5561473
Huntington Park CA,-118.2250725,33.9816812
Fairland OK,-94.8474567,36.7511833
Livermore CA,-121.7680531,37.6820583
Jackson TN,-88.8177418,35.6144446
Sims AR,-122.3353338,41.1041666
Buckeye AZ,-112.5838673,33.3702748
St. Clair Township OH,-84.53333561,39.45054435
Plant City FL,-82.12720212,28.023544
West Milford WV,-74.3673748,41.1312069
Pine River WI,-88.5853699,45.8812096
Spalding County GA,-84.2770865,33.2591296
Weston WI,-89.5476204,44.8908021
Hutchinson MN,-94.3697057,44.8877401
Knoxville PA,-77.4388719,41.9572933
Hoover AL,-77.060916,39.861896
Southfield MI,-83.2218731,42.4733689
Barrow County GA,-83.6996482,33.9848611
Roseville MN,-93.1566107,45.0060767
Rantoul IL,-88.1558785,40.3083672
Delaware OH,-83.067965,40.2986724
Oak Harbor WA,-122.6432245,48.2931559
Henderson County TX,-95.7893178,32.182598
Lynchburg VA,-79.18449239,37.40088
The Colony TX,-96.8863922,33.0890094
York NE,-97.592026,40.868095
Sneads FL,-84.9243663,30.707692
Potsdam NY,-74.9813349,44.6697996
Straban Township PA,-77.160586,39.882346
Guadalupe County TX,-97.8279576,29.6480061
North Manchester IN,-85.768597,41.0006005
Anniston AL,-85.83984228,33.695381
Paris KY,-84.2529869,38.2097987
Dundee FL,-81.6192432,28.0225206
Malta MT,-107.868618,48.355901
Bath NH,-71.966629,44.16743
Hurst TX,-97.1705678,32.8234621
Dalton IL,-95.915609,46.173849
Fairchance PA,-79.7544923,39.8247986
Rosebud SD,-100.853478,43.232782
Kiowa OK,-99.019906,34.9425062
Rochester NY,-77.61068615,43.1854754
Toms River NJ,-74.1979576,39.9537359
Sidney NE,-102.977284,41.14383
Winslow NJ,-74.8623868,39.6573385
Pride LA,-115.228887,36.118662
Carnesville GA,-83.235155,34.3698266
Mannford OK,-96.3544571,36.1334101
Bassett VA,-79.9903195,36.7593037
San Manuel AZ,-110.6481488,32.6184145
Gaston County NC,-81.179014,35.2849659
Osteen FL,-81.1625612,28.8461019
Johnson County MO,-93.8161034,38.7295547
Woodbridge NJ,-74.28600077,40.55418
Culpeper VA,-77.9961275,38.4733823
La Crosse WI,-91.2395429,43.8014053
Maywood CA,-118.185349,33.9866807
Harrisonburg VA,-78.8688833,38.4493315
Raleigh TN,-78.6390989,35.7803977
Byron CA,-121.6346574,37.874063
Finney County KS,-100.8199963,38.0452481
Winchester VA,-78.1652404,39.1852184
El Sereno CA,-118.1778495,34.0811213
Greenbelt MD,-76.8755282,39.0045544
Bay City MI,-83.8888648,43.5944677
Longview WA,-122.9344623,46.1377048
Phelps KY,-82.1501331,37.5128846
Standing Rock Reservation ND,-101.200609,45.74887
Lower Macungie Township PA,-75.5687973,40.5392635
Pendleton SC,-82.7820663,34.6508092
Campbelltown PA,-76.5852462,40.2775915
Garden City ID,-116.2381787,43.622111
Maurice River NJ,-74.9915423,39.2827707
Moraine OH,-84.2193849,39.7061702
Baldwin Hills CA,-118.3505956,34.0075684
Grandview MO,-119.9017049,46.2509653
Latta SC,-79.4321949,34.337691
Brandywine WV,-79.2447608,38.6248402
Splendora TX,-95.1610438,30.2329914
Barton MS,-97.89126286,30.0272861
Erie PA,-80.0852421,42.1290657
Vero Beach FL,-80.3975399,27.6387163
Mathis TX,-97.8274111,28.0942916
Ideal Beach NJ,-74.1266495,40.452037
Calexico CA,-115.498703,32.6790572
Marion IL,-88.9331256,37.7306054
Mankato MN,-93.9993505,44.1634663
Winters TX,-99.962313,31.9565343
Covington GA,-83.8601827,33.5967815
North Pole AK,-147.349319,64.750997
Forest Park GA,-84.3690918,33.6220542
Emporia VA,-77.5357141,36.6937606
West Springfield MA,-72.6203675,42.1070383
Clermont FL,-81.75219868,28.5395705
Chambersburg PA,-77.6598624,39.9405903
Waverly OH,-82.9854553,39.126735
Panora IA,-94.3630215,41.6916535
Everett WA,-122.2013998,47.9673056
Henrico VA,-77.4234124,37.5455191
Follansbee WV,-80.5959065,40.3275693
Port Wentworth GA,-81.1631681,32.149092
Wadesboro NC,-80.0767266,34.9682097
Prichard AL,-88.0788889,30.7387998
York WI,-91.1451559,44.4499614
Silver Springs NV,-119.2246076,39.4154735
Winslow AZ,-110.6973572,35.0241874
New Straitsville OH,-82.2376489,39.577847
Eufaula AL,-86.86864,33.507865
Greenspoint TX,-95.41607391,29.944719
Thomasville GA,-83.9787808,30.8365815
Grayson County VA,-81.2114025,36.6512208
Elkridge MD,-76.7137155,39.2128338
West Chester PA,-75.6059638,39.9597213
Shelbyville KY,-85.2235666,38.2120144
Converse LA,-112.2672585,33.5342445
Gray TN,-82.4765352,36.4198258
Lake Havasu City AZ,-114.344001,34.4742786
Somerset PA,-79.0415528,39.9980022
St. Joseph MI,-85.5356726,41.9031963
Dallas OR,-123.3158695,44.9189206
York County PA,-76.7008946,39.9067499
Fairfield OH,-82.6418883,39.7886111
Hesston KS,-97.4314267,38.1383437
Evangeline Parish LA,-92.4217813,30.6976776
Austin AR,-92.9678573,43.6701968
Cantonment FL,-87.344442,30.605427
Douglas GA,28.0260389,-26.1146385
Gibson County TN,-88.932729,35.9745692
Rainbow City AL,-86.13996442,33.928922
Reisterstown MD,-76.82068901,39.45927545
Salisbury MD,-75.6008881,38.3662114
Foresthill CA,-120.8254018,39.0019935
Midlothian TX,-96.9944489,32.482361
Denham Springs LA,-90.9562125,30.4868564
Mount Hope WI,-90.8590158,42.9672091
Pine Bluff AR,-86.9642414,30.552801
Ludlow KY,-84.5474435,39.0925598
Kinston NC,-77.5816353,35.2626635
Fort Myers FL,-81.8723084,26.640628
Harmony IN,-87.0723528,39.5364433
Clearlake Park CA,-122.6510961,38.966564
Estill Springs TN,-86.1280417,35.2706372
Paulden AZ,-112.4682271,34.8855757
Lacey WA,-122.8072257,47.0263876
Petal MS,-89.2600605,31.3465627
McLoud OK,-97.0914163,35.4358996
Beacon NY,-73.9696822,41.504879
Artesia CA,-118.0796195,33.8690197
Orosi CA,-119.2873384,36.5449499
Franklin TN,-86.8689365,35.925193
Sheridan AR,-106.966026,44.7974556
Brockton MA,-71.0183787,42.0834335
King City OR,-121.1260287,36.2127439
Barbourville KY,-83.8888138,36.8664765
Rochester WA,-91.1584904,41.6739117
Beaver WA,-94.1421197,42.0383049
Tucumcari NM,-103.7381148,35.16668035
Three Forks MT,-113.308696,48.1135656
Crescent City CA,-124.149862,41.8528065
Brooklet GA,-81.6631659,32.3796294
Haughton LA,-93.5040627,32.5326514
Fort Stockton TX,-102.8793222,30.8940431
Park County CO,-105.7561639,39.1089299
Fife WA,-122.3626381,47.2359524
Pittston PA,-75.7893604,41.3259134
Panorama City CA,-118.4453745,34.2242902
Leavenworth KS,-94.922759,39.3113257
Reagan TN,-84.5140973,35.551463
Wellman IA,-91.8378537,41.4650649
Franklin County MO,-91.0841241,38.4021095
Coney Island NY,-73.985145,40.575789
Show Low AZ,-110.0298327,34.2542084
Tehachapi CA,-118.4489739,35.1321878
Cape Girardeau MO,-89.5181476,37.3058839
Gilroy CA,-121.5631723,37.0065078
Horn Lake MS,-90.0348139,34.9553719
Marion MI,-85.146984,44.102515
Springfield IL,-89.6443688,39.7989763
Tiffin OH,-83.1779537,41.114485
Burkesville KY,-85.3705186,36.7903399
West Valley City UT,-111.9867271,40.696629
Blackman Township MI,-74.6340471,39.2459484
Ft. Lauderdale FL,-80.1433786,26.1223084
Old Saybrook CT,-80.79876,35.152238
Cabazon CA,-116.7795345,33.9090305
Campobello SC,-82.1501112,35.1156714
Melba ID,-116.5290116,43.3754405
Suffield CT,-72.8544023,41.5410322
Franklin WI,-88.0384195,42.888627
Gallatin TN,-86.4475898,36.3883031
Graham WA,-122.2785729,47.0395996
Lenoir NC,-81.5389849,35.9140196
Cochran GA,-83.3546098,32.3868278
Powder Springs GA,-84.683824,33.8595492
San Marcos CA,-117.1661449,33.1433723
Glendale CA,-118.2462486,34.192912
Helena MT,-112.036109,46.592712
Jacksonville AL,-85.7613476,33.8137163
Kenai Peninsula AK,-151.788033,60.0968272
Beckley WV,-81.1881557,37.7781702
Bloomfield NJ,-74.1854226,40.806767
Dundalk MD,-76.5236745,39.2574114
Sandia TX,-97.8794439,28.0225146
Englewood OH,-84.3021673,39.8775553
Austin MN,-97.7436995,30.2711286
Pinnacle NC,-82.7426322,35.5795516
Frederick MD,-77.4109269,39.4142186
Jackson WI,-90.8085198,44.3016847
Tomball TX,-95.6160549,30.0971621
Kuna ID,-116.4201223,43.4918307
Newton Grove NC,-78.3543933,35.2454313
Florence OR,-124.099839,43.982672
Vacaville CA,-121.9877444,38.3565773
Portage MI,-85.5800022,42.2011538
Forest Park IL,-122.7585806,45.56146795
Valinda CA,-117.933559,34.0384785
Canton Township PA,-75.2366785,40.1879129
East Hollywood CA,-118.3299899,34.1028268
Cary NC,-78.7811925,35.7882973
Petroleum WV,-81.2684485,39.1909105
Hanover IN,-85.4735707,38.7142263
Fort Littleton PA,-77.9636117,40.0628635
Belle Glade FL,-80.67212587,26.68837015
Overlea MD,-76.5280151,39.3570551
Katy TX,-95.8243956,29.7857853
Barberville FL,-81.420901,29.1872023
Newnan GA,-84.7996573,33.3806716
Vernon TX,-99.2844588,34.1530745
Nacogdoches TX,-94.6554874,31.6035129
Sparta WI,-90.8129118,43.9441328
McDowell MO,-93.7932554,36.8242287
Fridley MN,-93.2590388,45.0838291
Plymouth Township PA,-75.29834666,40.10941275
Malone NY,-74.295044,44.84881
Grant OK,-97.7824914,36.7888817
Kellyville OK,-96.2136136,35.9436968
Gurnee IL,-87.9020186,42.3702996
Lawndale IL,-89.2827052,40.2186868
Chesterfield County SC,-80.1417843,34.6500578
Lynnwood WA,-122.3053932,47.8278656
Tustin CA,-117.826166,33.7458511
Monroeville AL,-87.3247077,31.5279399
Ridgefield WA,-122.7433775,45.8167616
Winnsboro LA,-81.0864776,34.3807012
Delhi CA,-120.7768383,37.434026
Walton IN,-86.24194,40.6608726
Galveston TX,-94.7945882,29.299328
Rincon GA,-81.2353905,32.2960289
Arcola IL,-88.3064367,39.684755
Ponca City OK,-97.0667341,36.7267431
Talihina OK,-95.0480162,34.7514893
Northwood OH,-83.4688204,41.607272
Springtown TX,-98.1897589,31.802096
Wichita Falls TX,-98.4933873,33.9137085
Seward AK,-149.4426113,60.104202
Spotsylvania VA,-77.6741751,38.1880936
Elsmere KY,-84.6046663,39.0125608
Kahuku HI,-157.94838,21.679124
Santa Clarita CA,-118.542586,34.3916641
Fairmont WV,-80.1425781,39.4850848
Smyrna DE,-75.6046494,39.2998339
Hawthorne CA,-118.34816,33.911454
Cape Canaveral FL,-80.52662,28.45077
Clovis CA,-119.7029194,36.8252277
Reading MA,-71.0953314,42.5256502
Carlsbad NM,-104.2287757,32.4207262
Winchester CA,-117.0632812,33.7193845
Lakeshire MO,-90.3351164,38.538664
Perryville AR,-76.0752575,39.5429688
Liberty NC,-80.3353224,35.5809374
Dinuba CA,-119.3870656,36.5432837
Brawley CA,-115.530267,32.9786566
Navarre FL,-86.8700821,30.4019789
Coalinga CA,-120.2945457,36.16099095
Arcata CA,-124.08284,40.866517
Uniontown OH,-81.4072768,40.9758992
Bethany OK,-97.6322648,35.5186728
Broomfield CO,-105.0587294,39.9379892
Byram NJ,-75.059615,40.4237156
Swansea SC,-81.0978734,33.7382088
Colebrook Township OH,-74.65348498,40.324629
Monroe WI,-89.6392396,42.6018298
Rutherfordton NC,-81.9567716,35.3692877
Hall County GA,-83.8194028,34.2905901
Wewoka OK,-96.4933457,35.1586902
Lawrence County AL,-87.3017331,34.4776367
Mitchell SD,-98.025379,43.70953
Wink TX,-103.1598876,31.7512396
Rio Bravo TX,-99.4800415,27.3641887
Sunridge NV,-119.8626718,39.3434893
Jennings MO,-92.4569893,39.4318466
Mountain Pine AR,-93.173279,34.571095
South Bend IN,-86.2500066,41.6833813
Yorba Linda CA,-117.8249705,33.8901096
Lexington SC,-81.2362134,33.9815369
Anderson CA,-122.2977815,40.448208
Progreso TX,-97.9572242,26.0922991
Georgetown KY,-84.5588311,38.2097967
Wilkesboro NC,-81.1606401,36.145965
Mulberry AR,-81.200706,36.207956
Lawrenceburg TN,-87.3347389,35.2423023
Three Points AZ,-111.3135302,32.0769339
Aurora MO,-101.2641319,19.7006931
Sparta TN,-85.4641342,35.9258921
Belleville MI,-83.4852106,42.2048414
Bremerton WA,-122.6246836,47.5653663
Joshua Tree CA,-116.3209349,34.1265262
Hernando FL,-82.4605068,28.5710156
Hinds County MS,-90.4793259,32.2506754
Boerne TX,-98.7319703,29.7946641
Hacienda Heights CA,-117.9686755,33.9930677
Brick Township NJ,-74.12231529,40.0691585
Livingston MT,-110.56104,45.662436
Statesville NC,-80.8872959,35.7826363
Rock Falls IL,-89.6889967,41.7797533
Fisty KY,-83.1015577,37.3339851
Clearfield UT,-112.0244382,41.1134756
West Fargo ND,-96.900362,46.874967
Goodbee LA,-90.1975809,30.4957475
Pawtucket RI,-71.3825558,41.878711
Woodland WA,-122.7408326,45.9109715
Montgomery Village MD,-77.2030297,39.1729034
Twentynine Palms CA,-115.9819,34.1181
Hawaiian Gardens CA,-118.0743137,33.8284787
Sevierville TN,-83.561835,35.8681455
Findlay OH,-83.6503982,41.0413873
Thomasville NC,-80.081817,35.8831786
Kendale Lakes FL,-80.4069986,25.7081577
Little Egg Harbor NJ,-74.366968,39.6452742
Tuscumbia AL,-87.70253,34.7312005
Panama City FL,-85.6605595,30.165156
Elkins WV,-79.8466552,38.925927
Highlands Ranch CO,-104.9694264,39.5538771
Wilhoit AZ,-112.6082221,34.4045775
Brookville OH,-84.4113366,39.8367207
Trenton MI,-83.1800544,42.1406552
Lewisburg TN,-86.7888887,35.4492404
Montebello CA,-118.111975,34.0159398
West Odessa TX,-102.4814633,31.8359735
Merrick NY,-73.551516,40.6628796
Thomas County GA,-83.9471866,30.8686259
Owen County IN,-86.8508562,39.2984518
Little Orleans MD,-78.3864002,39.625925
Gilbert MN,-111.7890239,33.3528259
Boulder Creek CA,-116.6881244,32.9726949
New City NY,-73.9902998,41.1469917
Pink OK,-97.4732938,35.6130334
Bangor ME,-68.7778138,44.8011821
Mt. Auburn OH,-84.6588413,39.627275
Levelland TX,-102.37796,33.5873164
Crowell TX,-99.7248158,33.983973
Neosho MO,-94.38778371,36.850586
Albany GA,-82.8457691,40.0555158
Miami OK,-94.877374,36.8746177
Bailey CO,-102.8149372,34.0349194
Ashe County NC,-81.5076569,36.4393554
Steubenville OH,-80.6339638,40.3697905
Deland FL,-81.3031098,29.0283213
Farmers Branch TX,-96.8961151,32.9265137
Santa Monica CA,-118.487549,34.019657
